INCIDENT NUMBER,CHARGE ID,CHARGE DATE,REPORT DATE,APPROVED DATE,ATTEMPTED OR COMMITTED,STREET ADDRESS,SUBADDRESS,CITY,STATE,ZIP CODE,DISTRICT,ZONE,SUBZONE,STATUTE TITLE,STATUTE DESCRIPTION,STATUTE CATEGORY,CRIME AGAINST,NIBRS CODE,NIBRS DESCRIPTION,CENSUS BLOCK GROUP,COUNCIL DISTRICT,CRIME PREVENTION DISTRICT,NEIGHBORHOOD,LONGITUDE,LATITUDE,GEOLOCATION
21-014385,87042189-C6D6-4C7C-B8B6-D9368728CD55,02/14/2021 04:10:00 PM,02/14/2021 05:22:17 PM,08/30/2021 01:31:27 PM,COMMITTED,1246 LAUREL ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17659,30.45058,POINT (-91.176589 30.450582)
21-051106,BFCB9B7B-80AA-4064-BEB0-67C6761FE49D,05/27/2021 08:02:37 PM,05/28/2021 07:16:31 PM,04/14/2023 09:48:52 AM,COMMITTED,1844 GAYOSA ST,,BATON ROUGE,LA,70802,1,1A,1A2,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17002,30.45392,POINT (-91.170025 30.453925)
21-050484,A0330F7D-5C17-407E-8D45-91D7F30DB8EC,05/26/2021 09:05:46 AM,05/27/2021 10:07:02 AM,04/11/2023 11:38:34 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-037760,483AA15D-8BA7-47D9-A292-F2EE1EC4F366,04/22/2021 01:13:02 AM,06/23/2021 07:25:37 PM,06/23/2021 08:50:07 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:41/V,RAPE AND SEXUAL BATTERY/VAGINAL,SEXUAL ASSAULT,PERSON,11A,FORCIBLE RAPE,,10,,DOWNTOWN EAST,,,
21-057266,842D7EA6-EDEC-4B93-8A48-3595F5121573,06/13/2021 02:38:21 PM,06/14/2021 10:09:05 PM,06/18/2021 03:10:20 PM,COMMITTED,101 S INTERSTATE 110 HWY,,BATON ROUGE,LA,70802,5,5A,1A2,14:94,ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.18077,30.45294,POINT (-91.180774 30.452943)
21-035839,BF48D70E-6205-4130-B680-66A633463257,04/16/2021 07:01:42 PM,04/16/2021 07:56:19 PM,04/18/2021 06:41:13 AM,COMMITTED,117 S 18TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17006,30.44718,POINT (-91.170057 30.447182)
21-033223,E01210C1-FAEC-4126-B7C3-0ED7C70A1DBD,04/09/2021 08:36:56 PM,04/09/2021 08:36:00 PM,03/16/2023 08:09:16 AM,COMMITTED,1246 LAUREL ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17659,30.45058,POINT (-91.176589 30.450582)
21-026388,25DE815B-394E-4E76-8646-2B5DFA3B6044,03/21/2021 04:36:18 PM,03/21/2021 11:02:41 PM,03/26/2021 02:40:27 PM,COMMITTED,700 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17126,30.45381,POINT (-91.171257 30.45381)
21-082024,2582B959-CAE1-415D-B2D3-9E2B08935719,08/18/2021 03:37:52 PM,08/19/2021 10:03:07 PM,03/11/2023 11:52:48 AM,COMMITTED,,,BATON ROUGE,LA,70802,5,5A,5A1,13:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-103353,8226528B-3905-46CE-A861-D18E3C2ADDEA,10/10/2021 06:56:33 AM,10/10/2021 09:02:03 AM,10/10/2021 11:17:19 AM,COMMITTED,222 S 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17182,30.44625,POINT (-91.171821 30.446249)
21-126358,EE671213-8867-47D0-AFB8-4CAAE54D4627,12/10/2021 12:33:36 PM,12/10/2021 01:14:03 PM,12/13/2021 11:39:17 AM,COMMITTED,1120 SPANISH TOWN RD,,BATON ROUGE,LA,70802,1,1A,1A2,13:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17760,30.45464,POINT (-91.177604 30.454636)
21-076461,3A3C8791-FC3B-4D4E-B43B-E2A31D6D5967,08/02/2021 10:00:00 PM,08/08/2021 11:51:55 PM,01/13/2023 09:37:38 AM,COMMITTED,1051 SPANISH TOWN RD,,BATON ROUGE,LA,70802,1,1A,1A2,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17978,30.45489,POINT (-91.179777 30.454891)
21-032824,D540CF1E-3AE6-41D1-8161-A6A6E96E46A7,04/08/2021 08:41:02 PM,04/08/2021 08:41:00 PM,04/14/2021 03:51:24 PM,COMMITTED,1725 SOUTH ST,,BATON ROUGE,LA,70802,2,2A,2A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17046,30.43998,POINT (-91.170463 30.439983)
21-067833,2800169E-013B-41D7-9995-00DF69F004DD,07/11/2021 04:11:58 AM,07/11/2021 06:56:00 PM,05/10/2023 01:02:15 PM,COMMITTED,1650 BLANCHE CT,,BATON ROUGE,LA,70802,2,2A,2A1,14:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17117,30.44225,POINT (-91.171166 30.44225)
21-080034,4AB21FD2-9537-450E-B1ED-A61D4A453863,08/13/2021 11:15:00 AM,08/13/2021 12:04:48 PM,08/17/2021 08:18:16 AM,COMMITTED,1690 NORTH BLVD,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.8,"BATTERY OF EMERGENCY ROOM, EMERGENCY SERVICES, OR HEALTHCARE PERSONNEL",BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17189,30.44744,POINT (-91.171894 30.447442)
21-026388,683C4BFE-60C6-4C77-ADAD-E37058D6351A,03/21/2021 04:36:18 PM,03/21/2021 11:02:41 PM,03/26/2021 02:40:27 PM,COMMITTED,700 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17126,30.45381,POINT (-91.171257 30.45381)
21-089834,E3936B8B-3E00-4A35-9EFD-0B786DB7FDBA,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:62.8,HOME INVASION.,INDIVIDUAL ROBBERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-111099,C7942BA8-2F3D-4203-A69C-AB1EA3CFB563,10/30/2021 08:55:45 AM,10/30/2021 09:23:09 AM,10/30/2021 12:25:16 PM,COMMITTED,1900 NORTH BLVD,,BATON ROUGE,LA,70806,1,1A,1A1,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.16864,30.44762,POINT (-91.168643 30.44762)
21-123130,2A715D8C-4FE7-482F-BD2B-2B7CE7A3300A,12/02/2021 12:04:44 AM,12/02/2021 02:18:40 AM,12/02/2021 09:07:26 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-130042,9EC64CD7-EDC7-4F00-A299-771157DAEC53,12/20/2021 10:57:43 AM,12/21/2021 09:27:01 AM,12/21/2021 12:13:04 PM,COMMITTED,1424 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,13:37,AGGRAVATED ASSAULT,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17420,30.44867,POINT (-91.174205 30.44867)
21-089834,A04058C9-CA5D-411E-BD1B-F717FD169D20,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:34.9,BATTERY OF A DATING PARTNER,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-046823,E717F856-78E7-43B8-B3F9-D454BFFCBE10,05/16/2021 12:48:47 PM,05/24/2021 12:29:45 PM,05/24/2021 12:49:57 PM,COMMITTED,1118 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17819,30.44841,POINT (-91.178193 30.448409)
21-123451,C8BC0E26-46D4-4329-ABDC-ABF69313C7A9,11/24/2021 09:00:00 AM,11/24/2021 09:00:00 AM,12/08/2021 12:59:41 AM,COMMITTED,1623 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,13:37,AGGRAVATED ASSAULT,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17238,30.44896,POINT (-91.172381 30.448963)
21-063699,393AE8BE-9146-4A0C-8F68-EA0F091EE43C,06/30/2021 05:38:06 PM,06/30/2021 07:01:36 PM,07/01/2021 06:46:46 PM,COMMITTED,1357 FLORIDA ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17507,30.44998,POINT (-91.175072 30.449979)
21-036574,A71B762D-5DBC-4E54-9FB0-7146AC76B5B3,04/18/2021 08:30:46 PM,04/18/2021 10:30:00 PM,04/20/2021 05:33:59 PM,COMMITTED,235 S 20TH ST,,BATON ROUGE,LA,70806,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.16790,30.44629,POINT (-91.167899 30.446293)
21-088457,681537BA-B233-4779-98F1-99AB87C85B6F,09/02/2021 09:05:42 PM,09/02/2021 10:48:52 PM,09/07/2021 05:06:46 PM,COMMITTED,,,BATON ROUGE,LA,70802,2,2A,2A1,14:43.1/N,SEXUAL BATTERY - RUBBING/TOUCHING,SEXUAL ASSAULT,PERSON,11D,FORCIBLE FONDLING,,10,,DOWNTOWN EAST,,,
21-041290,6A0B5F4C-C10D-4A2D-AE86-047634F1258D,05/01/2021 08:22:26 PM,05/01/2021 09:13:33 PM,05/05/2021 08:05:58 PM,ATTEMPTED,928 N 19TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.16940,30.45712,POINT (-91.169402 30.45712)
21-006466,534AC0E4-AA7F-4DEE-BDA2-C818FBF9A6BE,01/21/2021 05:01:03 PM,01/21/2021 07:25:11 PM,08/27/2021 08:49:32 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:43.1,SEXUAL BATTERY/FORCIBLE,SEXUAL ASSAULT,PERSON,11D,FORCIBLE FONDLING,,10,,DOWNTOWN EAST,,,
21-071648,80D7C0EE-A119-4313-A550-A3963E96DA25,07/21/2021 03:00:00 PM,07/21/2021 05:50:18 PM,07/22/2021 06:09:55 PM,COMMITTED,1253 FLORIDA ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:37,AGGRAVATED ASSAULT,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17633,30.44980,POINT (-91.176332 30.4498)
21-126305,D5DA36F4-DCCA-435D-BDAB-5E54247BB9A1,12/09/2021 11:00:00 PM,12/14/2021 08:23:51 AM,12/14/2021 01:30:24 PM,ATTEMPTED,1818 AMERICA ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17202,30.44847,POINT (-91.172018 30.448468)
21-105426,E6DA9332-F76C-45DD-9CE0-6FE7F41DE26D,10/15/2021 01:25:57 PM,10/15/2021 01:56:00 PM,10/18/2021 07:08:59 PM,COMMITTED,153 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17202,30.44847,POINT (-91.172018 30.448468)
21-057466,18AB9EAB-4A04-4629-B8F2-9BD62EA13CC9,06/13/2021 10:05:00 PM,10/13/2021 11:33:43 AM,04/26/2023 10:45:36 AM,COMMITTED,1900  FLORIDA ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:32,NEGLIGENT HOMICIDE,HOMICIDE,PERSON,09B,NEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.16879,30.44993,POINT (-91.16879 30.44993)
21-007333,1C3698E6-FBE6-4CF9-BFE3-73FC03EE8902,01/24/2021 11:31:08 AM,03/30/2021 01:55:56 PM,01/03/2023 01:13:28 PM,COMMITTED,153 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17202,30.44847,POINT (-91.172018 30.448468)
21-043311,1615DA51-7F64-411C-9BC6-D1042723CB0E,05/07/2021 05:54:38 AM,05/07/2021 08:25:51 AM,03/24/2023 07:11:48 AM,COMMITTED,2029 GRACIE ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34.1,SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.16785,30.45655,POINT (-91.167848 30.456553)
21-104011,4AFB2B32-6474-459D-9E79-AAB4072215D4,10/11/2021 08:20:03 PM,10/11/2021 08:30:31 PM,10/12/2021 08:35:31 AM,COMMITTED,700 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17126,30.45381,POINT (-91.171257 30.45381)
21-026772,BF3203CE-2AB6-454A-B7ED-46CC785F3F63,03/22/2021 05:36:07 PM,03/27/2021 04:53:47 PM,03/11/2023 09:41:46 AM,COMMITTED,812 S 15TH ST,,BATON ROUGE,LA,70802,2,2A,2A1,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17301,30.44049,POINT (-91.173009 30.440493)
21-006466,14990F3F-A51B-454C-B230-3549248B9516,01/21/2021 05:01:03 PM,01/21/2021 07:25:11 PM,08/27/2021 08:49:32 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-119587,F2C2905A-56CA-47D6-95F0-4A06A91E6DDC,11/21/2021 06:29:29 PM,11/21/2021 08:33:43 PM,11/22/2021 07:20:17 PM,ATTEMPTED,1410 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17488,30.44849,POINT (-91.174876 30.448493)
21-041357,24557376-6B7F-42FF-B14E-B8E6E3ECD9BA,05/01/2021 11:36:10 PM,05/02/2021 02:00:33 AM,05/10/2021 01:54:56 AM,COMMITTED,1115 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17732,30.44396,POINT (-91.177322 30.443965)
21-018939,62439F18-3A48-49F1-A6A6-1E6150286CA3,02/28/2021 12:37:19 PM,03/01/2021 08:04:23 AM,07/19/2021 11:13:12 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-132723,D3F51F09-A73F-4ACB-9890-02518ED4E332,12/28/2021 12:23:13 AM,12/28/2021 01:05:17 AM,01/01/2022 12:25:22 AM,ATTEMPTED,1120 SPANISH TOWN RD,,BATON ROUGE,LA,70802,1,1A,1A2,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17760,30.45464,POINT (-91.177604 30.454636)
21-027122,95FED35D-1564-4437-845A-00836ACA6412,03/23/2021 08:34:47 PM,03/23/2021 09:09:00 PM,03/11/2023 08:24:37 AM,COMMITTED,1120 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17674,30.44324,POINT (-91.176741 30.443235)
21-124518,8B5B760D-183F-40C8-ADC5-C74D9CE7D5EA,12/05/2021 04:57:53 PM,12/05/2021 09:05:33 PM,12/15/2021 09:08:33 PM,COMMITTED,1041 CHARLES T. SMITH DR,,BATON ROUGE,LA,70802,1,1A,1A1,13:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17852,30.44635,POINT (-91.178521 30.446352)
21-073364,84DAE927-89FF-49A0-A87E-620CC5378B8B,07/26/2021 09:15:03 AM,07/26/2021 10:40:15 AM,07/29/2021 11:44:38 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-119595,31F1238C-A206-431A-ADF8-6966D1E12F02,11/21/2021 07:52:17 PM,12/14/2021 09:47:45 PM,12/17/2021 01:15:41 PM,ATTEMPTED,446 N 12TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:30,FIRST DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17734,30.45124,POINT (-91.177339 30.451235)
21-073364,17D9C4B4-A649-4273-80A3-3933F2D28AF0,07/26/2021 09:15:03 AM,07/26/2021 10:40:15 AM,07/29/2021 11:44:38 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-037067,45B52722-6D2B-4508-8947-E17D369CA0AD,04/20/2021 08:58:06 AM,04/20/2021 07:03:10 PM,05/24/2021 01:51:42 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-082242,7E8DCA02-C9D3-41E9-B57F-DB4F745B379C,08/19/2021 08:35:16 AM,08/19/2021 09:00:12 AM,08/23/2021 12:06:36 PM,COMMITTED,N INTERSTATE 110 HWY / FUQUA ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17106,30.45724,POINT (-91.171055 30.457241)
21-075886,BC236741-826F-4820-89DE-D0E8C4F1D047,08/02/2021 01:13:17 AM,08/01/2021 01:13:00 AM,01/13/2023 10:47:49 AM,COMMITTED,146 S 21ST ST,,BATON ROUGE,LA,70806,1,1A,1A1,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.16712,30.44731,POINT (-91.167122 30.447307)
21-063143,3339EB44-FA9D-4ACA-B54A-6A71D38C73F2,06/29/2021 09:46:24 AM,06/29/2021 11:41:05 AM,05/04/2023 06:15:53 AM,COMMITTED,,,BATON ROUGE,LA,70802,2,2A,2A1,14:35.3(I),DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-098839,DD75751E-60DA-4D0F-A48A-61B7A572583C,09/29/2021 02:09:17 AM,11/08/2021 03:28:00 PM,11/10/2021 01:33:21 PM,COMMITTED,SOUTH ST / S 12TH ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:30.1,SECOND DEGREE MURDER,HOMICIDE,PERSON,09A,MURDER & NONNEGLIGENT MANSLAUGHTER,,10,,DOWNTOWN EAST,-91.17711,30.43967,POINT (-91.177108 30.439672)
21-042373,122985ED-FA8B-49C2-8C07-5C3975382D61,05/04/2021 05:57:18 PM,05/04/2021 08:41:28 PM,05/05/2021 08:02:12 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A1,13:35.3,DOMESTIC ABUSE BATTERY/CC,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,,,
21-026388,6413BC20-1A1F-436E-88F8-FAC53090B8F8,03/21/2021 04:36:18 PM,03/21/2021 11:02:41 PM,03/26/2021 02:40:27 PM,COMMITTED,700 N 17TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17126,30.45381,POINT (-91.171257 30.45381)
21-112428,2793384E-F455-40C7-BBB9-E9C05A8896A1,11/02/2021 06:01:32 PM,11/02/2021 06:57:00 PM,11/03/2021 08:26:48 PM,COMMITTED,1334 FLORIDA ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:54.1,COMMUNICATING OF FALSE INFORMATION OF PLANNED ARSON,OTHER,PERSON,13C,INTIMIDATION,,10,,DOWNTOWN EAST,-91.17601,30.44918,POINT (-91.17601 30.449182)
21-063524,00250B62-5942-4A1D-8B89-8C5CA910E593,06/30/2021 07:24:47 AM,06/30/2021 08:48:07 AM,07/06/2021 10:01:05 AM,COMMITTED,1623 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17238,30.44896,POINT (-91.172381 30.448963)
21-069419,96ACA1E9-C186-48A2-95C4-F2253255D996,07/15/2021 03:10:26 PM,07/15/2021 10:42:04 PM,05/12/2023 12:09:28 PM,COMMITTED,702 S 18TH ST,,BATON ROUGE,LA,70802,2,2A,2A1,13:38,SIMPLE ASSAULT,ASSAULT,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.17039,30.44178,POINT (-91.170391 30.441783)
21-088457,C166DB43-BC66-42A3-8430-183ECAC1B5D9,09/02/2021 09:05:42 PM,09/02/2021 10:48:52 PM,09/07/2021 05:06:46 PM,COMMITTED,,,BATON ROUGE,LA,70802,2,2A,2A1,14:81.2,MOLESTATION OF A JUVENILE,JUVENILE,PERSON,11D,FORCIBLE FONDLING,,10,,DOWNTOWN EAST,,,
21-073240,B510DAE8-0542-43FC-A93D-063C72DAEC3C,07/25/2021 10:44:43 PM,07/26/2021 04:50:57 PM,07/30/2021 02:53:26 AM,COMMITTED,928 N 19TH ST,,BATON ROUGE,LA,70802,1,1A,1A2,13:35,SIMPLE BATTERY,BATTERY,PERSON,13B,SIMPLE ASSAULT,,10,,DOWNTOWN EAST,-91.16940,30.45712,POINT (-91.169402 30.45712)
21-089834,DAAEF387-496E-4631-BAEE-4ECE58677CC8,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-093934,00E25BCA-631E-41F7-B231-27F78267A971,09/16/2021 11:27:23 AM,09/16/2021 12:58:00 PM,09/21/2021 05:09:26 PM,COMMITTED,1623 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.7,AGGRAVATED SECOND DEGREE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17238,30.44896,POINT (-91.172381 30.448963)
21-128782,F044AA5C-E622-42F2-8DCE-38694AECCB5D,12/16/2021 07:31:10 PM,12/16/2021 07:55:54 PM,12/23/2021 09:04:44 PM,COMMITTED,1503 GOVERNMENT ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34.2,BATTERY OF A POLICE OFFICER,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17293,30.44404,POINT (-91.172926 30.444041)
21-089834,130BD1ED-3057-4A36-BADE-B8E980D9B451,09/06/2021 04:10:33 AM,09/06/2021 05:13:55 PM,03/16/2022 08:32:23 AM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:37.4,AGGRAVATED ASSAULT WITH A FIREARM,ASSAULT,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
21-119587,1FE7A355-C0B9-474F-80F8-B6E5E79710E6,11/21/2021 06:29:29 PM,11/21/2021 08:33:43 PM,11/22/2021 07:20:17 PM,COMMITTED,1410 CONVENTION ST,,BATON ROUGE,LA,70802,1,1A,1A1,14:34,AGGRAVATED BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,-91.17488,30.44849,POINT (-91.174876 30.448493)
21-007952,CA9CBF01-CAC9-45B7-B840-0BFE7A5BB0EB,01/26/2021 09:19:30 AM,01/26/2021 11:02:30 AM,07/16/2021 10:49:07 PM,COMMITTED,,,BATON ROUGE,LA,70802,1,1A,1A2,14:35.3,DOMESTIC ABUSE BATTERY,BATTERY,PERSON,13A,AGGRAVATED ASSAULT,,10,,DOWNTOWN EAST,,,
